CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,InternetService,MonthlyCharges,TotalCharges,Churn
CUST0361,Male,0,No,No,70,Yes,DSL,28.62,5132.21,Yes
CUST0362,Male,0,Yes,No,39,Yes,No,84.91,2764.27,No
CUST0363,Female,0,Yes,No,61,Yes,No,103.4,2157.63,No
CUST0364,Male,1,No,Yes,8,Yes,DSL,72.78,1125.94,No
CUST0365,Male,0,No,No,17,Yes,DSL,34.96,6889.08,No
CUST0366,Male,0,Yes,Yes,28,Yes,Fiber optic,68.13,4614.31,No
CUST0367,Male,0,No,No,63,Yes,No,21.41,6710.01,No
CUST0368,Male,1,Yes,Yes,17,Yes,No,110.75,4498.33,Yes
CUST0369,Female,1,Yes,No,69,No,No,44.06,483.25,No
CUST0370,Female,0,Yes,Yes,18,Yes,No,110.24,1834.14,No
CUST0371,Male,1,Yes,Yes,59,Yes,DSL,78.41,6555.9,Yes
CUST0372,Female,0,Yes,Yes,52,Yes,DSL,118.33,1610.95,No
CUST0373,Male,0,No,Yes,21,Yes,No,104.93,7307.27,Yes
CUST0374,Male,1,Yes,Yes,66,No,No,21.11,2626.05,Yes
CUST0375,Male,1,Yes,No,53,Yes,No,21.51,3436.77,No
CUST0376,Female,0,No,No,39,Yes,No,94.34,5330.28,Yes
CUST0377,Female,0,No,No,24,Yes,No,71.68,6420.46,Yes
CUST0378,Male,0,Yes,No,9,Yes,No,95.54,6148.16,No
CUST0379,Female,0,Yes,Yes,54,Yes,No,78.97,6549.44,Yes
CUST0380,Male,0,No,Yes,25,No,DSL,43.23,4126.06,No
CUST0381,Female,0,No,Yes,24,Yes,No,98.66,2642.98,No
CUST0382,Male,0,No,Yes,15,Yes,No,23.1,1797.89,No
CUST0383,Female,0,No,No,23,Yes,Fiber optic,100.65,7677.73,No
CUST0384,Female,1,Yes,Yes,18,Yes,DSL,86.51,4632.38,Yes
CUST0385,Male,0,Yes,No,9,Yes,DSL,87.33,7754.85,No
CUST0386,Male,0,No,Yes,11,Yes,No,24.39,3997.65,Yes
CUST0387,Male,0,Yes,No,47,Yes,Fiber optic,40.98,3063.68,Yes
CUST0388,Female,1,Yes,No,12,Yes,DSL,68.89,4929.51,No
CUST0389,Male,0,No,No,29,Yes,No,64.21,7945.55,Yes
CUST0390,Female,0,Yes,No,54,Yes,No,22.65,6931.24,No
CUST0391,Female,0,Yes,No,39,No,Fiber optic,53.58,3335.5,Yes
CUST0392,Male,1,No,No,10,Yes,No,116.75,439.68,Yes
CUST0393,Male,1,No,No,6,Yes,Fiber optic,50.66,3328.67,No
CUST0394,Female,0,Yes,Yes,49,Yes,No,83.28,6093.56,No
CUST0395,Male,0,No,Yes,11,Yes,DSL,88.17,113.61,No
CUST0396,Male,0,Yes,No,37,Yes,No,82.37,6678.07,No
CUST0397,Female,0,Yes,Yes,23,Yes,No,48.97,2156.63,Yes
CUST0398,Female,1,Yes,No,69,Yes,DSL,77.17,2992.59,No
CUST0399,Male,0,No,No,15,Yes,No,90.41,7373.4,No
CUST0400,Male,0,Yes,No,64,Yes,DSL,58.33,3055.6,Yes
CUST0401,Female,0,Yes,Yes,58,Yes,Fiber optic,48.03,3877.69,No
CUST0402,Female,0,Yes,Yes,45,Yes,No,47.5,3606.84,No
CUST0403,Male,0,No,No,16,Yes,DSL,111.81,2967.01,Yes
CUST0404,Female,1,Yes,Yes,54,Yes,DSL,84.45,743.61,No
CUST0405,Male,0,Yes,No,35,Yes,DSL,95.24,3448.56,No
CUST0406,Female,0,Yes,No,14,Yes,DSL,76.78,3995.87,Yes
CUST0407,Female,0,Yes,Yes,54,Yes,Fiber optic,83.05,1824.62,Yes
CUST0408,Female,0,No,Yes,44,Yes,DSL,47.65,6622.65,No
CUST0409,Male,0,Yes,No,72,Yes,Fiber optic,109.28,4007.15,Yes
CUST0410,Female,0,No,Yes,43,Yes,DSL,70.12,1984.69,No
CUST0411,Female,0,Yes,Yes,23,Yes,Fiber optic,100.54,892.88,Yes
CUST0412,Female,1,Yes,Yes,72,Yes,Fiber optic,71.8,4664.83,No
CUST0413,Female,0,No,No,1,Yes,DSL,31.63,3880.68,No
CUST0414,Female,0,Yes,Yes,68,Yes,No,31.18,5750.27,No
CUST0415,Male,0,No,Yes,52,No,DSL,66.41,7907.81,Yes
CUST0416,Male,1,Yes,Yes,47,Yes,DSL,62.99,1683.42,No
CUST0417,Female,0,No,No,18,Yes,DSL,111.33,5891.97,No
CUST0418,Female,0,Yes,Yes,69,Yes,DSL,33.17,3508.93,No
CUST0419,Female,0,No,No,44,Yes,DSL,88.66,3222.97,Yes
CUST0420,Female,0,Yes,Yes,48,Yes,No,111.81,2382.85,No
CUST0421,Female,0,No,No,18,Yes,No,61.11,2924.66,Yes
CUST0422,Female,0,No,Yes,21,Yes,No,108.5,1031.04,No
CUST0423,Female,1,No,Yes,65,No,DSL,34.43,3697.61,No
CUST0424,Female,0,Yes,No,21,Yes,Fiber optic,30.53,4741.85,No
CUST0425,Female,0,No,No,27,Yes,No,43.34,2308.39,No
CUST0426,Female,0,Yes,Yes,32,Yes,No,72.12,3684.01,Yes
CUST0427,Female,0,Yes,Yes,20,Yes,DSL,84.64,3829.11,Yes
CUST0428,Female,0,No,Yes,46,Yes,DSL,97.13,5310.84,Yes
CUST0429,Female,0,Yes,No,65,Yes,No,96.66,4709.87,Yes
CUST0430,Male,0,Yes,Yes,20,Yes,Fiber optic,31.19,7553.54,Yes
CUST0431,Male,0,Yes,Yes,30,Yes,Fiber optic,107.4,4255.88,No
CUST0432,Female,0,No,No,68,Yes,DSL,31.23,4898.05,No
CUST0433,Female,0,Yes,Yes,18,Yes,Fiber optic,109.78,4291.74,Yes
CUST0434,Female,0,Yes,Yes,71,Yes,DSL,115.76,2826.3,Yes
CUST0435,Male,0,No,No,16,Yes,DSL,78.41,1381.37,Yes
CUST0436,Male,1,No,No,33,Yes,DSL,89.39,229.44,No
CUST0437,Female,1,Yes,Yes,36,Yes,DSL,56.97,1854.25,No
CUST0438,Male,0,No,No,18,Yes,DSL,75.07,4510.6,No
CUST0439,Male,0,No,No,27,No,No,103.21,316.92,No
CUST0440,Male,0,Yes,Yes,11,Yes,DSL,35.95,2611.15,Yes
CUST0441,Male,0,Yes,No,37,Yes,Fiber optic,70.17,423.85,Yes
CUST0442,Female,0,Yes,Yes,43,Yes,Fiber optic,60.92,5523.89,Yes
CUST0443,Male,0,No,No,70,Yes,No,106.64,4156.33,No
CUST0444,Male,0,Yes,Yes,22,Yes,No,33.1,7149.25,No
CUST0445,Male,0,Yes,No,33,Yes,Fiber optic,109.18,5073.96,No
CUST0446,Male,1,No,No,11,Yes,DSL,45.03,5661.48,No
CUST0447,Female,1,Yes,Yes,32,Yes,DSL,80.57,7069.6,Yes
CUST0448,Male,0,Yes,No,6,Yes,No,57.99,7183.3,Yes
CUST0449,Female,0,No,Yes,27,Yes,DSL,113.27,3012.87,No
CUST0450,Male,0,No,No,13,Yes,No,39.75,4720.26,Yes
CUST0451,Female,1,Yes,No,69,Yes,Fiber optic,70.25,3288.01,Yes
CUST0452,Male,0,No,Yes,43,No,Fiber optic,42.83,4574.53,No
CUST0453,Male,0,Yes,Yes,2,Yes,No,100.12,7535.44,Yes
CUST0454,Male,0,No,No,51,Yes,Fiber optic,47.11,7945.98,Yes
CUST0455,Male,1,Yes,Yes,66,Yes,Fiber optic,115.35,3826.6,Yes
CUST0456,Female,0,No,Yes,54,Yes,DSL,112.44,609.95,Yes
CUST0457,Female,0,No,Yes,46,Yes,No,67.52,7683.54,Yes
CUST0458,Male,1,No,Yes,71,Yes,No,21.29,1036.13,No
CUST0459,Female,0,No,Yes,11,Yes,DSL,116.54,292.7,No
CUST0460,Male,0,Yes,Yes,60,No,Fiber optic,88.6,5619.13,Yes
CUST0461,Female,0,Yes,Yes,36,Yes,No,69.2,6807.71,No
CUST0462,Male,0,Yes,Yes,8,Yes,Fiber optic,80.41,4979.51,No
CUST0463,Female,0,Yes,No,27,Yes,Fiber optic,31.1,4790.02,No
CUST0464,Female,0,No,No,44,Yes,No,35.75,2695.92,No
CUST0465,Female,1,No,No,27,No,Fiber optic,83.89,5043.15,Yes
CUST0466,Male,0,No,Yes,46,Yes,No,24.9,6614.83,No
CUST0467,Female,0,No,No,71,Yes,DSL,90.23,2682.08,No
CUST0468,Male,0,Yes,No,47,No,No,111.98,3740.47,No
CUST0469,Male,0,Yes,Yes,3,No,No,90.9,5173.5,No
CUST0470,Male,0,Yes,No,46,Yes,DSL,76.06,6274.82,No
CUST0471,Male,0,No,Yes,6,Yes,Fiber optic,99.42,5137.2,No
CUST0472,Female,0,No,No,59,Yes,DSL,94.85,1341.98,No
CUST0473,Female,1,No,No,18,Yes,No,79.07,4285.6,No
CUST0474,Female,0,Yes,Yes,65,Yes,DSL,39.7,3539.48,No
CUST0475,Male,0,No,No,3,Yes,No,20.78,5199.73,Yes
CUST0476,Male,0,No,Yes,67,Yes,DSL,65.73,5203.31,Yes
CUST0477,Male,0,No,No,21,Yes,No,44.1,869.59,No
CUST0478,Female,1,Yes,Yes,2,Yes,No,42.71,1195.39,No
CUST0479,Female,0,Yes,No,11,Yes,DSL,70.67,791.38,No
CUST0480,Female,0,Yes,Yes,40,Yes,Fiber optic,57.54,857.61,No
CUST0481,Male,0,Yes,Yes,11,Yes,Fiber optic,70.41,4242.02,No
CUST0482,Male,0,Yes,Yes,14,Yes,No,46.93,121.57,Yes
CUST0483,Male,0,Yes,No,1,Yes,No,81.01,6283.92,No
CUST0484,Male,0,No,No,41,Yes,DSL,82.2,4592.36,No
CUST0485,Female,0,Yes,Yes,21,Yes,Fiber optic,40.89,5796.14,No
CUST0486,Male,1,No,No,19,Yes,No,76.75,3896.7,No
CUST0487,Female,0,No,No,56,No,Fiber optic,64.52,7262.85,No
CUST0488,Female,0,No,No,44,Yes,No,116.94,6600.3,Yes
CUST0489,Male,0,No,Yes,72,Yes,No,92.18,4036.9,No
CUST0490,Female,0,No,Yes,5,Yes,Fiber optic,38.19,2029.19,No
CUST0491,Male,0,No,Yes,57,Yes,DSL,108.2,1099.29,Yes
CUST0492,Male,0,Yes,Yes,64,Yes,No,67.7,6760.3,No
CUST0493,Female,0,No,Yes,45,Yes,DSL,104.69,5447.3,Yes
CUST0494,Male,0,No,Yes,1,Yes,No,103.09,2194.86,Yes
CUST0495,Male,0,No,No,1,Yes,No,21.74,5836.19,No
CUST0496,Male,0,No,No,19,No,No,43.37,2533.02,Yes
CUST0497,Female,1,No,Yes,62,Yes,DSL,111.11,2112.72,Yes
CUST0498,Male,1,Yes,Yes,26,Yes,Fiber optic,96.97,5939.55,No
CUST0499,Male,1,Yes,Yes,13,Yes,DSL,33.53,5942.35,Yes
CUST0500,Male,0,Yes,No,58,Yes,No,41.23,6608.57,No
